URL,Name,Data Types,Default Task,Attribute Types,# Instances,# Attributes,Year,Description
http://archive.ics.uci.edu/ml/datasets/Twin+gas+sensor+arrays,Twin gas sensor arrays,"Multivariate, Time-Series, Domain-Theory","Classification, Regression",Real,640,480000,2016,5 replicates of an 8-MOX gas sensor array were exposed to different gas conditions (4 volatiles at 10 concentration levels each).
http://archive.ics.uci.edu/ml/datasets/Twitter+Data+set+for+Arabic+Sentiment+Analysis,Twitter Data set for Arabic Sentiment Analysis,Text,Classification,,2000,2,2014,This problem of Sentiment Analysis (SA) has been studied well on the English language but not Arabic one. Two main approaches have been devised
http://archive.ics.uci.edu/ml/datasets/UbiqLog+%28smartphone+lifelogging%29,UbiqLog (smartphone lifelogging),Multivariate,Causal-Discovery,,9782222,,2016,UbiqLog is the smartphone lifelogging tool that runs on the smartphone of 35 users for about 2 months.
http://archive.ics.uci.edu/ml/datasets/UJI+Pen+Characters,UJI Pen Characters,"Multivariate, Sequential",Classification,Integer,1364,,2007,Data consists of written characters in a UNIPEN-like format
http://archive.ics.uci.edu/ml/datasets/UJI+Pen+Characters+%28Version+2%29,UJI Pen Characters (Version 2),"Multivariate, Sequential",Classification,Integer,11640,,2009,A pen-based database with more than 11k isolated handwritten characters
http://archive.ics.uci.edu/ml/datasets/UJIIndoorLoc,UJIIndoorLoc,Multivariate,"Classification, Regression","Integer, Real",21048,529,2014,The UJIIndoorLoc is a Multi-Building Multi-Floor indoor localization database to test Indoor Positioning System that rely on WLAN/WiFi fingerprint.
http://archive.ics.uci.edu/ml/datasets/UJIIndoorLoc-Mag,UJIIndoorLoc-Mag,"Multivariate, Sequential, Time-Series","Classification, Regression, Clustering","Integer, Real",40000,13,2015,The UJIIndoorLoc-Mag is an indoor localization database to test Indoor Positioning System that rely on Earth's magnetic field variations.
http://archive.ics.uci.edu/ml/datasets/Ultrasonic+flowmeter+diagnostics,Ultrasonic flowmeter diagnostics,Multivariate,Classification,Real,540,173,2018,Fault diagnosis of four liquid ultrasonic flowmeters
http://archive.ics.uci.edu/ml/datasets/Undocumented,Undocumented,,,,,,,Various datasets without documentation (feel free to explore!)
http://archive.ics.uci.edu/ml/datasets/University,University,Multivariate,Classification,"Categorical, Integer",285,17,1988,Data in original (LISP-readable) form
http://archive.ics.uci.edu/ml/datasets/University+of+Tehran+Question+Dataset+2016+%28UTQD.2016%29,University of Tehran Question Dataset 2016 (UTQD.2016),Text,Classification,,1175,3,2017,Persian questions gathered from a jeopardy game broadcasted on Iranian national television.
http://archive.ics.uci.edu/ml/datasets/UNIX+User+Data,UNIX User Data,"Text, Sequential",,,,,,This file contains 9 sets of sanitized user data drawn from the command histories of 8 UNIX computer users at Purdue over the course of up to 2 years.
http://archive.ics.uci.edu/ml/datasets/Urban+Land+Cover,Urban Land Cover,Multivariate,Classification,,168,148,2014,Classification of urban land cover using high resolution aerial imagery. Intended to assist sustainable urban planning efforts.
http://archive.ics.uci.edu/ml/datasets/URL+Reputation,URL Reputation,"Multivariate, Time-Series",Classification,"Integer, Real",2396130,3231961,2009,Anonymized 120-day subset of the ICML-09 URL data containing 2.4 million examples and 3.2 million features.
http://archive.ics.uci.edu/ml/datasets/US+Census+Data+%281990%29,US Census Data (1990),Multivariate,Clustering,Categorical,2458285,68,,The USCensus1990raw data set contains a one percent sample of the Public Use Microdata Samples (PUMS) person records drawn from the full 1990 census sample.
http://archive.ics.uci.edu/ml/datasets/User+Identification+From+Walking+Activity,User Identification From Walking Activity,"Univariate, Sequential, Time-Series","Classification, Clustering",Real,,,2014,The dataset collects data from an Android smartphone positioned in the chest pocket from 22 participants walking in the wild over a predefined path.
http://archive.ics.uci.edu/ml/datasets/User+Knowledge+Modeling,User Knowledge Modeling,Multivariate,"Classification, Clustering",Integer,403,5,2013,It is the real dataset about the students' knowledge status about the subject of Electrical DC Machines. The dataset had been obtained from Ph.D. Thesis.
http://archive.ics.uci.edu/ml/datasets/USPTO+Algorithm+Challenge%2C+run+by+NASA-Harvard+Tournament+Lab+and+TopCoder++++Problem%3A+Pat,"USPTO Algorithm Challenge, run by NASA-Harvard Tournament Lab and TopCoder    Problem: Pat",Domain-Theory,Classification,Integer,306,5,2013,Data used for USPTO Algorithm Competition. Contains drawing pages from US patents with manually labeled figure and part labels.
http://archive.ics.uci.edu/ml/datasets/Vertebral+Column,Vertebral Column,Multivariate,Classification,Real,310,6,2011,"Data set containing values for six biomechanical features used to classify orthopaedic patients into 3 classes (normal, disk hernia or spondilolysthesis) or 2 classes (normal or abnormal)."
http://archive.ics.uci.edu/ml/datasets/Vicon+Physical+Action+Data+Set,Vicon Physical Action Data Set,Time-Series,Classification,Real,3000,27,2011,The Physical Action Data Set includes 10 normal and 10 aggressive physical actions that measure the human activity. The data have been collected by 10 subjects using the Vicon 3D tracker.
http://archive.ics.uci.edu/ml/datasets/Victorian+Era+Authorship+Attribution,Victorian Era Authorship Attribution,Text,Classification,,93600,1000,2018,"To create the largest authorship attribution dataset, we extracted works of 50 well-known authors. To have a non-exhaustive learning, in training there are 45 authors whereas, in the testing, it's 50"
http://archive.ics.uci.edu/ml/datasets/Volcanoes+on+Venus+-+JARtool+experiment,Volcanoes on Venus - JARtool experiment,Image,Classification,,,,,The JARtool project was a pioneering effort to develop an automatic system for cataloging small volcanoes in the large set of Venus images returned by the Magellan spacecraft.
http://archive.ics.uci.edu/ml/datasets/Wall-Following+Robot+Navigation+Data,Wall-Following Robot Navigation Data,"Multivariate, Sequential",Classification,Real,5456,24,2010,"The data were collected as the SCITOS G5 robot navigates through the room following the wall in a clockwise direction, for 4 rounds, using 24 ultrasound sensors arranged circularly around its 'waist'."
http://archive.ics.uci.edu/ml/datasets/Water+Treatment+Plant,Water Treatment Plant,Multivariate,Clustering,"Integer, Real",527,38,1993,Multiple classes predict plant state
http://archive.ics.uci.edu/ml/datasets/Wave+Energy+Converters,Wave Energy Converters,Multivariate,Regression,Real,288000,49,2019,This data set consists of positions and absorbed power outputs of wave energy converters (WECs) in four real wave scenarios from the southern coast of Australia.
http://archive.ics.uci.edu/ml/datasets/Waveform+Database+Generator+%28Version+1%29,Waveform Database Generator (Version 1),"Multivariate, Data-Generator",Classification,Real,5000,21,1988,CART book's waveform domains
http://archive.ics.uci.edu/ml/datasets/Waveform+Database+Generator+%28Version+2%29,Waveform Database Generator (Version 2),"Multivariate, Data-Generator",Classification,Real,5000,40,1988,CART book's waveform domains
http://archive.ics.uci.edu/ml/datasets/Wearable+Computing%3A+Classification+of+Body+Postures+and+Movements+%28PUC-Rio%29,Wearable Computing: Classification of Body Postures and Movements (PUC-Rio),Sequential,Classification,"Integer, Real",165632,18,2013,"A dataset with 5 classes (sitting-down, standing-up, standing, walking, and sitting) collected on 8 hours of activities of 4 healthy subjects. We also established a baseline performance index."
http://archive.ics.uci.edu/ml/datasets/Website+Phishing,Website Phishing,Multivariate,Classification,Integer,1353,10,2016,"This dataset collected mainly from: PhishTank archive, MillerSmiles archive, Google’s searching operators."
http://archive.ics.uci.edu/ml/datasets/Weight+Lifting+Exercises+monitored+with+Inertial+Measurement+Units,Weight Lifting Exercises monitored with Inertial Measurement Units,Multivariate,Classification,Real,39242,152,2013,Six young health subjects were asked to perform 5 variations of the biceps curl weight lifting exercise. One of the variations is the one predicted by the health professional.
http://archive.ics.uci.edu/ml/datasets/WESAD+%28Wearable+Stress+and+Affect+Detection%29,WESAD (Wearable Stress and Affect Detection),"Multivariate, Time-Series","Classification, Regression",Real,63000000,12,2018," WESAD (Wearable Stress and Affect Detection) contains data of 15 subjects during a stress-affect lab study, while wearing physiological and motion sensors."
http://archive.ics.uci.edu/ml/datasets/Wholesale+customers,Wholesale customers,Multivariate,"Classification, Clustering",Integer,440,8,2014,The data set refers to clients of a wholesale distributor. It includes the annual spending in monetary units (m.u.) on diverse product categories
http://archive.ics.uci.edu/ml/datasets/wiki4HE,wiki4HE,Multivariate,"Regression, Clustering, Causal-Discovery",,913,53,2015,Survey of faculty members from two Spanish universities on teaching uses of Wikipedia
http://archive.ics.uci.edu/ml/datasets/Wilt,Wilt,Multivariate,Classification,,4889,6,2014,"High-resolution Remote Sensing data set (Quickbird). Small number of training samples of diseased trees, large number for other land cover. Testing data set from stratified random sample of image."
http://archive.ics.uci.edu/ml/datasets/Wine,Wine,Multivariate,Classification,"Integer, Real",178,13,1991,Using chemical analysis determine the origin of wines
http://archive.ics.uci.edu/ml/datasets/Wine+Quality,Wine Quality,Multivariate,"Classification, Regression",Real,4898,12,2009,"Two datasets are included, related to red and white vinho verde wine samples, from the north of Portugal. The goal is to model wine quality based on physicochemical tests (see [Cortez et al., 2009], http"
http://archive.ics.uci.edu/ml/datasets/Wireless+Indoor+Localization,Wireless Indoor Localization,Multivariate,Classification,Real,2000,7,2017,Collected in indoor space by observing signal strengths of seven WiFi signals visible on a smartphone. The decision variable is one of the four rooms.
http://archive.ics.uci.edu/ml/datasets/WISDM+Smartphone+and+Smartwatch+Activity+and+Biometrics+Dataset+,WISDM Smartphone and Smartwatch Activity and Biometrics Dataset ,"Multivariate, Time-Series",Classification,Real,15630426,6,2019,Contains accelerometer and gyroscope time-series sensor data collected from a smartphone and smartwatch as 51 test subjects perform 18 activities for 3 minutes each.
http://archive.ics.uci.edu/ml/datasets/Yacht+Hydrodynamics,Yacht Hydrodynamics,Multivariate,Regression,Real,308,7,2013,"Delft data set, used to predict the hydodynamic performance of sailing yachts from dimensions and velocity."
http://archive.ics.uci.edu/ml/datasets/YearPredictionMSD,YearPredictionMSD,Multivariate,Regression,Real,515345,90,2011,"Prediction of the release year of a song from audio features. Songs are mostly western, commercial tracks ranging from 1922 to 2011, with a peak in the year 2000s."
http://archive.ics.uci.edu/ml/datasets/Yeast,Yeast,Multivariate,Classification,Real,1484,8,1996,Predicting the Cellular Localization Sites of Proteins
http://archive.ics.uci.edu/ml/datasets/YouTube+Comedy+Slam+Preference+Data,YouTube Comedy Slam Preference Data,Text,Classification,,1138562,3,2012,This dataset provides user vote data on which video from a pair of videos is funnier collected on YouTube Comedy Slam. The task is to automatically predict this preference based on video metadata.
http://archive.ics.uci.edu/ml/datasets/YouTube+Multiview+Video+Games+Dataset,YouTube Multiview Video Games Dataset,"Multivariate, Text","Classification, Clustering","Integer, Real",120000,1000000,2013,"This dataset contains about 120k instances, each described by 13 feature types, with class information, specially useful for exploring multiview topics (cotraining, ensembles, clustering,..)."
http://archive.ics.uci.edu/ml/datasets/YouTube+Spam+Collection,YouTube Spam Collection,Text,Classification,,1956,5,2017,"It is a public set of comments collected for spam research. It has five datasets composed by 1,956 real messages extracted from five videos that were among the 10 most viewed on the collection period."
http://archive.ics.uci.edu/ml/datasets/Z-Alizadeh+Sani,Z-Alizadeh Sani,,Classification,"Integer, Real",303,56,2017,It was collected for CAD diagnosis.
http://archive.ics.uci.edu/ml/datasets/Zoo,Zoo,Multivariate,Classification,"Categorical, Integer",101,17,1990,"Artificial, 7 classes of animals"
